OriginalPolyline,EdgeIds
"[[-8.591228999999998, 41.16270600000001], [-8.591228999999998, 41.162715], [-8.59122, 41.162715], [-8.591004000000002, 41.16257100000001], [-8.591130000000001, 41.16233700000001], [-8.590815000000001, 41.162409], [-8.590247999999999, 41.163146999999995], [-8.589842999999998, 41.163651], [-8.589816, 41.163678], [-8.589816, 41.163696], [-8.589725999999999, 41.163786], [-8.589222, 41.164398000000006], [-8.589177, 41.164578], [-8.589168, 41.164587], [-8.58915, 41.164677], [-8.589141000000001, 41.164695], [-8.588979, 41.165118], [-8.588943, 41.165118], [-8.588952, 41.165118], [-8.588952, 41.165118], [-8.588898, 41.165361000000004], [-8.588826, 41.16552300000001], [-8.588799, 41.165559], [-8.588835000000001, 41.165541], [-8.588844, 41.165549999999996], [-8.588808, 41.16564], [-8.588691, 41.165811000000005], [-8.588556, 41.166180000000004], [-8.588574000000001, 41.166162], [-8.588601, 41.166126000000006], [-8.588601, 41.166126000000006], [-8.588484, 41.166405000000005], [-8.588466, 41.166441], [-8.588457000000002, 41.16645], [-8.588484, 41.16645], [-8.588475, 41.166477], [-8.588448, 41.166504], [-8.588294999999999, 41.166846], [-8.588304, 41.166846], [-8.588277, 41.166927], [-8.588241000000002, 41.166981], [-8.588214, 41.167053], [-8.588133000000001, 41.167224000000004], [-8.588097000000001, 41.167305000000006], [-8.588061, 41.167377], [-8.588052000000001, 41.16738600000001], [-8.587998, 41.167494], [-8.587989, 41.167503], [-8.587862999999999, 41.167781999999995], [-8.587845, 41.167809], [-8.587845, 41.167809], [-8.587845, 41.167818000000004], [-8.587836000000001, 41.167826999999996], [-8.587817999999999, 41.167872], [-8.587638, 41.168277], [-8.587620000000001, 41.168277], [-8.587602, 41.168268000000005], [-8.587593, 41.168259], [-8.587602, 41.16825], [-8.587602, 41.168268000000005], [-8.587674, 41.168718000000005], [-8.588097000000001, 41.16888000000001], [-8.588232, 41.168889]]","[2433, 2433, 2433, 2433, 153297, 153359, 153357, 3735, 3735, 3735, 102200, 142840, 142840, 142840, 3944, 142840, 142842, 142842, 142842, 142842, 3944, 153350, 153350, 153350, 3944, 153350, 153351, 153353, 153353, 153353, 153353, 153344, 153344, 153344, 153344, 153346, 153344, 153344, 153344, 153344, 153344, 153344, 153344, 147471, 80534, 80534, 147199, 147199, 147469, 147469, 147469, 147469, 147469, 147469, 147467, 147467, 147467, 147467, 147467, 147467, 147465, 697, 697]"
"[[-8.585694, 41.148603], [-8.585757000000001, 41.148684], [-8.585712000000001, 41.148882], [-8.585757000000001, 41.148962999999995], [-8.585837999999999, 41.148954], [-8.586063000000001, 41.14897200000001], [-8.586170999999998, 41.14897200000001], [-8.587323, 41.149152], [-8.588007, 41.14938599999999], [-8.588736, 41.149602], [-8.591031000000001, 41.150187], [-8.592165, 41.150484000000006], [-8.592201000000001, 41.150493000000004], [-8.593389, 41.150844], [-8.59455, 41.150664000000006], [-8.595918000000001, 41.149872], [-8.596646999999999, 41.149431]]","[50660, 3481, 153264, 153265, 50659, 50659, 172478, 50907, 50908, 176982, 92878, 128823, 92880, 92881, 153266, 128844, 128844]"
"[[-8.580105000000001, 41.159394], [-8.580231, 41.159358000000005], [-8.581517999999999, 41.15934899999999], [-8.582517000000001, 41.158872], [-8.584335, 41.158296]]","[18966, 18966, 3936, 4063, 175451]"
"[[-8.665353, 41.18616], [-8.666892, 41.188311], [-8.667045, 41.190705], [-8.665812, 41.194017], [-8.662734, 41.19715800000001], [-8.658774, 41.19997500000001], [-8.654013, 41.20209], [-8.650034999999999, 41.201604], [-8.651241, 41.204358], [-8.651556000000001, 41.208695999999996], [-8.653446, 41.213394], [-8.656920000000001, 41.217732000000005], [-8.661051, 41.222061], [-8.664867000000001, 41.226093], [-8.668134, 41.22918], [-8.666919, 41.23242], [-8.667620999999999, 41.235633], [-8.667918, 41.237955], [-8.667926999999999, 41.238621], [-8.667216, 41.238431999999996], [-8.666289, 41.238144], [-8.665461, 41.23722600000001], [-8.6634, 41.238288000000004], [-8.660601, 41.238819], [-8.659701, 41.238972], [-8.659755, 41.239071], [-8.661654, 41.238846], [-8.663553, 41.238431999999996], [-8.664327, 41.23917900000001], [-8.664984, 41.239629], [-8.664992999999999, 41.239638], [-8.665208999999999, 41.239881000000004], [-8.665722, 41.240826], [-8.666172, 41.242203], [-8.665929, 41.242941], [-8.665812, 41.243004], [-8.665794, 41.242995], [-8.665794, 41.242986], [-8.665794, 41.242986], [-8.665785, 41.242976999999996], [-8.665794, 41.242976999999996], [-8.665785, 41.242976999999996], [-8.665794, 41.242968000000005], [-8.665794, 41.242976999999996], [-8.665812, 41.242976999999996], [-8.665812, 41.242986], [-8.665812, 41.242986], [-8.665794, 41.242986], [-8.665785, 41.242976999999996], [-8.665776000000001, 41.242976999999996], [-8.665776000000001, 41.242976999999996], [-8.665785, 41.242986], [-8.665785, 41.242986], [-8.665785, 41.242986], [-8.665785, 41.242986], [-8.665776000000001, 41.242986], [-8.665776000000001, 41.242986], [-8.665785, 41.242976999999996], [-8.665794, 41.242986], [-8.665794, 41.242986], [-8.665794, 41.242976999999996], [-8.665785, 41.242959], [-8.665794, 41.24295], [-8.665893, 41.243013000000005], [-8.665992000000001, 41.24275200000001], [-8.665856999999999, 41.24117700000001], [-8.666433, 41.239565999999996], [-8.666793, 41.238702], [-8.667441, 41.238567], [-8.669502, 41.239278], [-8.671086, 41.23945799999999], [-8.670339, 41.237874000000005], [-8.669709000000001, 41.235614999999996], [-8.668944000000002, 41.23516500000001], [-8.669259, 41.236641], [-8.669475, 41.237415]]","[165049, 2552, 89647, 155217, 155218, 155218, 155211, 1626, 15026, 20085, 80781, 20125, 20124, 150168, 1074, 19923, 19910, 1076, 129831, 135159, 96791, 135186, 161796, 107084, 83157, 83157, 135192, 161798, 72031, 72036, 72036, 72037, 173267, 72048, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 169969, 173267, 23146, 23146, 131651, 96790, 1838, 131670, 135163, 129825, 129827, 129829]"
"[[-8.649423, 41.154354000000005], [-8.650197, 41.154137999999996], [-8.650323, 41.153832], [-8.649045000000001, 41.154084000000005], [-8.64873, 41.154147], [-8.647011, 41.154210000000006], [-8.644194, 41.154471], [-8.641512, 41.153760000000005], [-8.638578, 41.153031], [-8.63649, 41.152527000000006], [-8.633637, 41.152554], [-8.631342, 41.152608], [-8.631018000000001, 41.152617], [-8.631027, 41.152626], [-8.630514, 41.152563], [-8.627796000000002, 41.15241], [-8.626455, 41.152509], [-8.626473, 41.1525], [-8.626473, 41.1525], [-8.626401, 41.15251799999999], [-8.625843, 41.151312000000004], [-8.625807, 41.150106], [-8.625699, 41.149521], [-8.625717, 41.149251], [-8.62569, 41.149287], [-8.625573, 41.148774], [-8.624061000000001, 41.148153], [-8.623359, 41.147937], [-8.622324, 41.147658], [-8.6211, 41.147424], [-8.620551, 41.147361000000004], [-8.620362, 41.147118], [-8.620235999999998, 41.14647], [-8.620209000000001, 41.146280999999995], [-8.618165999999999, 41.146326], [-8.617383, 41.145327], [-8.616222, 41.145192], [-8.615403, 41.145561], [-8.614278, 41.14593], [-8.613629999999999, 41.145975], [-8.613639000000001, 41.145966], [-8.613666, 41.145966], [-8.613639000000001, 41.145921], [-8.613405, 41.145849], [-8.612468999999999, 41.145966], [-8.612442, 41.146002], [-8.612415, 41.14602], [-8.61183, 41.146055999999994], [-8.610858, 41.14557], [-8.610912, 41.145399], [-8.610912, 41.145354000000005], [-8.610534, 41.14391400000001], [-8.610479999999999, 41.143788], [-8.610174, 41.143275]]","[2864, 139514, 92925, 647, 647, 82623, 96358, 96341, 52873, 52872, 52864, 147607, 147607, 147607, 147605, 92887, 147626, 147626, 147626, 147626, 147624, 104042, 4371, 4371, 4371, 4354, 78731, 78731, 135189, 127638, 78735, 103704, 103709, 103709, 103824, 725, 93762, 166827, 166826, 6460, 722, 722, 723, 729, 729, 729, 729, 730, 164036, 164036, 164036, 119438, 119438, 3948]"
"[[-8.618373, 41.136003], [-8.618382, 41.135877], [-8.618445000000001, 41.135022000000006], [-8.618445000000001, 41.134122000000005], [-8.618148, 41.133249000000006], [-8.618103000000001, 41.132340000000006], [-8.617608, 41.131395], [-8.617698, 41.130621000000005], [-8.619129, 41.129883], [-8.619975, 41.129433], [-8.62065, 41.129090999999995], [-8.622234, 41.128281], [-8.622621, 41.127867], [-8.62191, 41.127471], [-8.621829, 41.126751], [-8.623053, 41.126273999999995], [-8.624439, 41.127498], [-8.625492000000001, 41.129217000000004], [-8.625645, 41.129586], [-8.62542, 41.13055799999999], [-8.626509, 41.131547999999995], [-8.627121, 41.133051], [-8.627184, 41.133231], [-8.627391000000001, 41.133762000000004], [-8.628120000000001, 41.135589], [-8.628606, 41.136732], [-8.629101, 41.137965], [-8.630982, 41.13942300000001], [-8.633781, 41.140422], [-8.635401, 41.142591], [-8.637597, 41.143761000000005], [-8.638884000000001, 41.143554], [-8.639136, 41.143698], [-8.639235000000001, 41.143797000000006], [-8.639343000000002, 41.143986], [-8.63964, 41.144940000000005], [-8.639937000000002, 41.146227], [-8.640234, 41.147433], [-8.64054, 41.148666], [-8.641008000000001, 41.150322], [-8.642646000000001, 41.151879], [-8.643942000000001, 41.152823999999995], [-8.644797, 41.153976], [-8.645166, 41.154921], [-8.645517, 41.15584799999999], [-8.645688, 41.156243999999994], [-8.646075, 41.157045], [-8.646336, 41.15745], [-8.646533999999999, 41.157693], [-8.646624, 41.157801], [-8.646795, 41.157999000000004], [-8.646813, 41.158016999999994], [-8.647002, 41.158233], [-8.647083, 41.158331999999994], [-8.647433999999999, 41.158737], [-8.647776, 41.159151], [-8.647803, 41.159178000000004], [-8.648235000000001, 41.159691], [-8.648433, 41.159916], [-8.648685, 41.160231], [-8.649054000000001, 41.16084300000001], [-8.649225, 41.161860000000004], [-8.64918, 41.162274], [-8.648973, 41.162867999999996], [-8.648235000000001, 41.163830999999995], [-8.646615, 41.16476699999999], [-8.644671, 41.165532000000006], [-8.642403, 41.166693], [-8.640972, 41.167539], [-8.640738, 41.167377], [-8.640846000000002, 41.1669], [-8.641827, 41.167089], [-8.643123, 41.168115], [-8.645265, 41.169753], [-8.647965, 41.171958], [-8.650682999999999, 41.174172], [-8.653293000000001, 41.176296], [-8.656524, 41.178942], [-8.658378, 41.180463], [-8.659926, 41.181732000000004], [-8.661555000000002, 41.183055], [-8.663301, 41.184477], [-8.664876, 41.18575500000001], [-8.666694, 41.18751], [-8.667468, 41.18957100000001], [-8.666352, 41.191668], [-8.665749, 41.194071], [-8.66394, 41.19624], [-8.661411000000001, 41.198049000000005], [-8.658594, 41.20006500000001], [-8.655569999999999, 41.201747999999995], [-8.652375, 41.202144], [-8.649936, 41.201766], [-8.650854, 41.2038], [-8.651646000000001, 41.206311], [-8.651664, 41.209362], [-8.652870000000002, 41.212241999999996]]","[21584, 21585, 21585, 21586, 21586, 21587, 21590, 113306, 113305, 113312, 153477, 153478, 21886, 21887, 21771, 103675, 153127, 152353, 152353, 13517, 103495, 103495, 103495, 103496, 103497, 103519, 103557, 103510, 103507, 103508, 22776, 148139, 148139, 148139, 148140, 148141, 325, 325, 144669, 4138, 139854, 139854, 139854, 139855, 16178, 16178, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 520, 147344, 147344, 143152, 143152, 143152, 147349, 147349, 147341, 147339, 159825, 147337, 3, 3, 159825, 159824, 129756, 129756, 129756, 159827, 159831, 165075, 165075, 165059, 168557, 165050, 2552, 16127, 155215, 155217, 155218, 155218, 155218, 155219, 1626, 1626, 15026, 149807, 20085, 80781]"
"[[-8.627094, 41.16693599999999], [-8.627049, 41.1669], [-8.626644, 41.1669], [-8.626626, 41.166909000000004], [-8.626617000000001, 41.166909000000004], [-8.626617000000001, 41.1669], [-8.626608, 41.1669], [-8.626599, 41.166891], [-8.626923, 41.166504], [-8.628075, 41.166135], [-8.629461000000001, 41.165577], [-8.630802000000001, 41.16501900000001], [-8.632548, 41.164155], [-8.633538000000001, 41.163345], [-8.632764, 41.162292], [-8.631945, 41.161248], [-8.630604, 41.159493000000005], [-8.630343, 41.158908], [-8.630406, 41.158854], [-8.630217, 41.158629], [-8.630325000000001, 41.158305000000006], [-8.630450999999999, 41.15756700000001], [-8.629542, 41.156883], [-8.629731, 41.155730999999996], [-8.629218, 41.155128], [-8.629074, 41.155146], [-8.629064999999999, 41.155136999999996]]","[27670, 143065, 143065, 143065, 143065, 143065, 143065, 143065, 93980, 93965, 93965, 453, 457, 101924, 143154, 93983, 98151, 96825, 96825, 164854, 143155, 125221, 135275, 141423, 721, 721, 721]"
"[[-8.607861, 41.146236], [-8.607915, 41.146236], [-8.607924, 41.146236], [-8.607924, 41.146245], [-8.607924, 41.146245], [-8.607924, 41.146227], [-8.607906, 41.146236], [-8.607933, 41.146263], [-8.607933, 41.146254000000006], [-8.607933, 41.146245], [-8.607951, 41.146245], [-8.607969, 41.146254000000006], [-8.607978, 41.146254000000006], [-8.607996, 41.146236], [-8.608005, 41.146227], [-8.608032, 41.146236], [-8.608032, 41.146263], [-8.608005, 41.146236], [-8.608014, 41.146190999999995], [-8.607996, 41.146218], [-8.60796, 41.146245], [-8.607933, 41.146272], [-8.607924, 41.146254000000006], [-8.607915, 41.146236], [-8.607906, 41.146227], [-8.607887999999999, 41.146227], [-8.607915, 41.146236], [-8.607915, 41.146263], [-8.607933, 41.146326], [-8.607951, 41.146353], [-8.607987000000001, 41.146344], [-8.607969, 41.146317], [-8.607951, 41.146236], [-8.607942000000001, 41.146218], [-8.607933, 41.146218], [-8.607951, 41.146236], [-8.607969, 41.146227], [-8.607996, 41.146218], [-8.608113000000001, 41.14620000000001], [-8.609490000000001, 41.146101], [-8.610399, 41.146065], [-8.610201, 41.146361999999996], [-8.610002999999999, 41.146515], [-8.609696999999999, 41.146668], [-8.609283000000001, 41.146794], [-8.609085, 41.146812], [-8.608824, 41.147163000000006], [-8.609292, 41.147658], [-8.610246, 41.147811000000004], [-8.610381000000002, 41.147802], [-8.610552, 41.14782], [-8.612163, 41.147991], [-8.621712, 41.147559], [-8.622342, 41.147757000000006], [-8.623818, 41.148189], [-8.624997, 41.148612], [-8.62569, 41.14971], [-8.625996, 41.151591], [-8.626176000000001, 41.152473], [-8.626716, 41.154192], [-8.626977, 41.15493], [-8.627355, 41.155407000000004], [-8.627949, 41.156136000000004]]","[66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 66998, 164038, 164038, 164038, 164039, 164039, 164039, 131488, 119441, 119441, 87915, 3618, 20218, 135189, 78731, 82602, 4371, 147624, 93951, 147620, 82612, 164267, 52019]"
"[[-8.585667, 41.14856699999999], [-8.585694, 41.148638999999996], [-8.585712000000001, 41.148747], [-8.585775, 41.148945], [-8.586036, 41.148981], [-8.586963, 41.149071], [-8.588466, 41.149449000000004], [-8.589996000000001, 41.149872], [-8.591787, 41.150349000000006], [-8.593299000000002, 41.150735999999995], [-8.593515000000002, 41.150763], [-8.593497, 41.150763], [-8.593488, 41.150772], [-8.593497, 41.150772], [-8.593533, 41.150772], [-8.593506, 41.15078999999999], [-8.593911, 41.150916], [-8.594541000000001, 41.151807], [-8.595036, 41.153301], [-8.595396000000001, 41.154354000000005], [-8.595405, 41.154417], [-8.595261, 41.155280999999995], [-8.595036, 41.155749], [-8.594244, 41.157135], [-8.593560000000002, 41.15835], [-8.592786, 41.159619], [-8.592281999999999, 41.160492], [-8.591688, 41.161455], [-8.590464, 41.162877], [-8.589807, 41.16366], [-8.589789, 41.163686999999996]]","[50660, 50660, 3481, 153265, 50659, 50907, 92875, 92877, 92879, 92881, 141454, 141454, 141454, 141454, 141454, 141454, 157042, 147650, 147651, 147652, 147652, 171601, 153285, 153282, 147675, 153279, 147663, 153303, 153357, 153356, 153356]"
"[[-8.667414, 41.161671000000005], [-8.667423000000001, 41.16166200000001], [-8.667414, 41.161671000000005], [-8.667404999999999, 41.161653], [-8.667414, 41.161653], [-8.667414, 41.161653], [-8.667404999999999, 41.16166200000001], [-8.667404999999999, 41.16166200000001], [-8.667396, 41.16166200000001], [-8.667396, 41.16168], [-8.667387, 41.161689], [-8.667378, 41.161689], [-8.667378, 41.161698], [-8.667387, 41.161698], [-8.667396, 41.161698], [-8.667396, 41.161698], [-8.667404999999999, 41.161698], [-8.667404999999999, 41.161698], [-8.667396, 41.161698], [-8.667387, 41.161689], [-8.667171, 41.16114], [-8.666307, 41.159844], [-8.665479, 41.158674000000005], [-8.665398, 41.158062], [-8.665092, 41.158062], [-8.662995, 41.158917], [-8.660637000000001, 41.159853000000005], [-8.658306000000001, 41.160753], [-8.657604000000001, 41.161104], [-8.656128, 41.161860000000004], [-8.654697, 41.162102999999995], [-8.653149, 41.16188700000001], [-8.651790000000002, 41.16166200000001], [-8.651565, 41.161635000000004], [-8.65152, 41.161635000000004], [-8.650511999999999, 41.16146400000001], [-8.648766, 41.161158], [-8.646696, 41.160816000000004], [-8.64432, 41.160402000000005], [-8.642124, 41.160078000000006], [-8.641440000000001, 41.160087000000004], [-8.641440000000001, 41.160213], [-8.641566, 41.160375], [-8.641521, 41.160447000000005], [-8.641503, 41.160447000000005], [-8.641467, 41.160429], [-8.641458, 41.16047400000001], [-8.641475999999999, 41.160465], [-8.641512, 41.160483], [-8.641475999999999, 41.160465], [-8.641475999999999, 41.160447000000005], [-8.641503, 41.160429], [-8.641503, 41.160438], [-8.641530000000001, 41.160456], [-8.641521, 41.16047400000001], [-8.641475999999999, 41.160483], [-8.641422, 41.160402000000005], [-8.641467, 41.160447000000005], [-8.641422, 41.160519], [-8.641413, 41.160546], [-8.641467, 41.160429], [-8.641386, 41.160384], [-8.64135, 41.160402000000005], [-8.64135, 41.160402000000005], [-8.641395000000001, 41.16039299999999], [-8.641404, 41.16039299999999], [-8.641440000000001, 41.16039299999999], [-8.641422, 41.160429], [-8.641359, 41.160447000000005], [-8.641359, 41.160429], [-8.641368000000002, 41.160402000000005], [-8.641422, 41.160375], [-8.641422, 41.160384], [-8.641404, 41.160402000000005], [-8.641395000000001, 41.160410999999996], [-8.641430999999999, 41.160384], [-8.641440000000001, 41.160366], [-8.641449, 41.160366], [-8.641475999999999, 41.160366], [-8.641422, 41.160357], [-8.641377, 41.160348], [-8.641395000000001, 41.160348], [-8.641404, 41.160375], [-8.641440000000001, 41.16039299999999], [-8.641422, 41.160384], [-8.641449, 41.16042000000001], [-8.641458, 41.160410999999996], [-8.641475999999999, 41.16042000000001], [-8.641475999999999, 41.160410999999996], [-8.641467, 41.160410999999996], [-8.641475999999999, 41.16042000000001], [-8.641512, 41.160410999999996], [-8.641485000000001, 41.160410999999996], [-8.641449, 41.16039299999999], [-8.641422, 41.16039299999999], [-8.641430999999999, 41.16042000000001], [-8.641413, 41.160429], [-8.641332, 41.16042000000001], [-8.641368000000002, 41.16042000000001], [-8.641413, 41.160438], [-8.641377, 41.16039299999999], [-8.641287, 41.160339], [-8.641287, 41.160339], [-8.641359, 41.160366], [-8.641404, 41.160402000000005], [-8.641404, 41.16042000000001], [-8.641413, 41.160465], [-8.641458, 41.160483], [-8.641386, 41.16047400000001], [-8.641395000000001, 41.160465], [-8.641449, 41.160447000000005], [-8.641467, 41.160447000000005], [-8.641440000000001, 41.160438], [-8.641458, 41.16042000000001], [-8.641475999999999, 41.160429], [-8.641485000000001, 41.160429], [-8.641530000000001, 41.16042000000001], [-8.641539, 41.160410999999996], [-8.641584000000002, 41.160410999999996], [-8.641593, 41.160410999999996], [-8.641548, 41.16039299999999], [-8.641512, 41.160410999999996], [-8.641530000000001, 41.160438], [-8.641530000000001, 41.160410999999996], [-8.641521, 41.160384], [-8.641494, 41.160402000000005], [-8.641512, 41.160410999999996], [-8.641530000000001, 41.16039299999999], [-8.641503, 41.160339], [-8.641485000000001, 41.160312000000005], [-8.641458, 41.160294], [-8.641422, 41.160294], [-8.641422, 41.160294], [-8.641485000000001, 41.160321], [-8.641494, 41.160348], [-8.641494, 41.160366], [-8.641494, 41.160384], [-8.641485000000001, 41.160402000000005], [-8.641475999999999, 41.160402000000005], [-8.641467, 41.16039299999999], [-8.641467, 41.16039299999999], [-8.641467, 41.16039299999999], [-8.641485000000001, 41.16039299999999], [-8.641475999999999, 41.160410999999996], [-8.641475999999999, 41.16042000000001], [-8.641475999999999, 41.160402000000005], [-8.641475999999999, 41.160366], [-8.641467, 41.160312000000005], [-8.641475999999999, 41.160329999999995], [-8.641485000000001, 41.160339], [-8.641467, 41.160348], [-8.641485000000001, 41.160366], [-8.641503, 41.160366], [-8.641530000000001, 41.16039299999999], [-8.641539, 41.160429], [-8.641512, 41.160429], [-8.641512, 41.160438], [-8.641521, 41.160447000000005], [-8.641521, 41.160438], [-8.641530000000001, 41.16042000000001], [-8.641521, 41.160429], [-8.641539, 41.160438], [-8.641521, 41.160456], [-8.641521, 41.160456]]","[2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 2744, 145688, 2830, 7528, 81835, 96413, 92883, 92885, 93015, 93016, 93017, 93026, 93026, 93027, 80838, 80838, 31049, 56850, 80842, 96343, 152846, 152850, 152850, 152848, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 152849, 82585, 82585, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 152848, 3440, 3440, 3440, 3440, 152848, 152848, 152848, 152848, 152849, 152848, 152848, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 82585, 3440, 3440, 3440, 82585, 82585, 152849, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3439, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 152848, 152848, 152848, 152848, 152848, 152848, 152848, 152848, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 152848, 152848, 152848, 152848, 152848, 152848, 152848, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440, 3440]"
"[[-8.585712000000001, 41.148540000000004], [-8.585703, 41.148549], [-8.585712000000001, 41.148558], [-8.585721, 41.148558], [-8.585766, 41.148549], [-8.585757000000001, 41.148737999999994]]","[3480, 50660, 3480, 3480, 3480, 153260]"
"[[-8.612757, 41.137722], [-8.612658, 41.137784999999994], [-8.612631, 41.137812], [-8.61246, 41.137866], [-8.611506, 41.138073000000006], [-8.610273000000001, 41.138523000000006], [-8.609696999999999, 41.138874], [-8.609625, 41.13891], [-8.609472, 41.138963999999994], [-8.61003, 41.138397], [-8.610246, 41.138055], [-8.611146000000002, 41.13711000000001], [-8.61156, 41.135633999999996]]","[31368, 31368, 31368, 31368, 31364, 161605, 161605, 161605, 161605, 90018, 90018, 90018, 90020]"
"[[-8.625816000000002, 41.151294], [-8.625942, 41.15133000000001], [-8.626113, 41.151294], [-8.626284, 41.151222000000004], [-8.626248, 41.15124899999999], [-8.626158, 41.151275999999996], [-8.626167, 41.151285], [-8.626194000000002, 41.151275999999996], [-8.626311000000001, 41.151537000000005], [-8.6265, 41.152958999999996], [-8.626653000000001, 41.154227999999996], [-8.626608, 41.154255], [-8.626608, 41.154300000000006], [-8.626626, 41.15439000000001], [-8.626905, 41.155128], [-8.627301, 41.155686], [-8.628597000000001, 41.15655900000001], [-8.628768, 41.15664]]","[147624, 147624, 147624, 6503, 6503, 6503, 6503, 6503, 6503, 147621, 82616, 82616, 82616, 102158, 147515, 155454, 52014, 52014]"
"[[-8.585658, 41.148486000000005], [-8.585658, 41.148486000000005], [-8.585658, 41.148486000000005], [-8.585658, 41.148513]]","[50660, 50660, 50660, 50660]"
"[[-8.630667, 41.154867], [-8.630928, 41.15466000000001], [-8.632386, 41.153166000000006], [-8.633241, 41.151528000000006], [-8.636139, 41.150943], [-8.639496, 41.149620000000006], [-8.642646000000001, 41.149412999999996], [-8.644698, 41.151141], [-8.642727, 41.15169], [-8.641116, 41.150141999999995]]","[713, 715, 52856, 52858, 20200, 20177, 20177, 20177, 20177, 139856]"
"[[-8.602829999999999, 41.179644], [-8.603163, 41.179716], [-8.604648000000001, 41.180139], [-8.60499, 41.180238], [-8.605746, 41.179185000000004], [-8.607132, 41.177718000000006], [-8.608068000000001, 41.176827], [-8.608437, 41.175558], [-8.607861, 41.175278999999996], [-8.606223, 41.174451000000005], [-8.605836, 41.173505999999996], [-8.606718, 41.172876]]","[4818, 92438, 92442, 4821, 1788, 163850, 136933, 64936, 158896, 1796, 3693, 611]"
"[[-8.59212, 41.160735], [-8.591499, 41.161689], [-8.592093, 41.161581000000005], [-8.593029000000001, 41.162517], [-8.593488, 41.162679000000004]]","[147663, 153304, 2428, 2452, 147076]"
"[[-8.585685000000002, 41.1489], [-8.586018000000001, 41.148990000000005], [-8.587017, 41.149097999999995]]","[153264, 50659, 50907]"
"[[-8.628777, 41.160978], [-8.628741, 41.160969], [-8.62875, 41.16096], [-8.628777, 41.160906], [-8.628489, 41.160519], [-8.628903000000001, 41.159178000000004], [-8.629821000000002, 41.158692], [-8.630334, 41.157828], [-8.62974, 41.15707200000001], [-8.62875, 41.156946], [-8.628066, 41.156226], [-8.627832, 41.155947], [-8.6274, 41.155407000000004], [-8.627247, 41.155236], [-8.627256000000001, 41.155236], [-8.627229, 41.155245], [-8.626923, 41.154624], [-8.626517999999999, 41.153634000000004], [-8.626392, 41.153166000000006], [-8.626401, 41.153166000000006], [-8.626410000000002, 41.153157], [-8.626158, 41.152392], [-8.625897, 41.151087000000004], [-8.625924, 41.150727], [-8.625618, 41.14944], [-8.625024, 41.14845], [-8.623305, 41.147901], [-8.622981, 41.147874], [-8.62263, 41.147784], [-8.621415, 41.14746900000001], [-8.620398, 41.147163000000006], [-8.620379999999999, 41.146542000000004], [-8.620389000000001, 41.14638], [-8.620379999999999, 41.146317], [-8.619795, 41.146092], [-8.61777, 41.146344], [-8.617455, 41.145273], [-8.616951, 41.144823], [-8.615763, 41.145399], [-8.614538999999999, 41.145858000000004], [-8.614359, 41.14591200000001], [-8.614107, 41.146011], [-8.614035, 41.146055999999994], [-8.613765, 41.146083], [-8.613738, 41.146101], [-8.613594, 41.146029000000006], [-8.613567, 41.145867], [-8.612829, 41.145993], [-8.61255, 41.146065], [-8.612316, 41.146038], [-8.61138, 41.14610999999999]]","[93982, 93982, 93982, 93982, 90853, 90853, 156892, 156893, 156894, 165209, 52019, 52019, 164267, 164269, 164269, 164269, 82613, 147620, 147621, 147621, 147621, 93951, 147624, 4373, 4371, 141422, 78731, 78731, 135189, 127638, 103704, 103709, 103709, 103709, 103822, 103824, 725, 726, 93762, 166824, 166826, 90728, 722, 722, 722, 6460, 791, 729, 729, 729, 166817]"
